1,2,3,4,5,6,7,8,9,10,11
2016Nova ScotiaPharmacists,2016,Nova Scotia,Pharmacists,1322,76,67,1246,1277,0.057488654,0.050680787
2016NunavutPharmacists,2016,Nunavut,Pharmacists,37,—,—,—,—,—,—
2016OntarioPharmacists,2016,Ontario,Pharmacists,14952,921,425,14031,14411,0.061597111,0.028424291
2016Prince Edward IslandPharmacists,2016,Prince Edward Island,Pharmacists,188,13,3,175,181,0.069148936,0.015957447
2016Provinces/territories with available dataPharmacists,2016,Provinces/territories with available data,Pharmacists,40888,—,—,—,30061,—,—
2016QuebecPharmacists,2016,Quebec,Pharmacists,9310,—,—,—,—,—,—
2016SaskatchewanPharmacists,2016,Saskatchewan,Pharmacists,1554,133,78,1421,1520,0.085585586,0.05019305
2016YukonPharmacists,2016,Yukon,Pharmacists,42,—,—,—,—,—,—
2016AlbertaPhysiotherapists,2016,Alberta,Physiotherapists,2770,266,178,2504,2751,0.096028881,0.064259928
2016British ColumbiaPhysiotherapists,2016,British Columbia,Physiotherapists,3538,299,149,3239,3404,0.084511023,0.042114189
2016ManitobaPhysiotherapists,2016,Manitoba,Physiotherapists,730,79,58,651,729,0.108219178,0.079452055
2016New BrunswickPhysiotherapists,2016,New Brunswick,Physiotherapists,516,34,25,482,513,0.065891473,0.048449612
2016Newfoundland and LabradorPhysiotherapists,2016,Newfoundland and Labrador,Physiotherapists,279,26,17,253,273,0.093189964,0.0609319
2016Nova ScotiaPhysiotherapists,2016,Nova Scotia,Physiotherapists,671,70,48,601,671,0.104321908,0.071535022
2016OntarioPhysiotherapists,2016,Ontario,Physiotherapists,8513,782,436,7731,8161,0.091859509,0.051215788
2016Prince Edward IslandPhysiotherapists,2016,Prince Edward Island,Physiotherapists,91,20,6,71,89,0.21978022,0.065934066
2016Provinces/territories with available dataPhysiotherapists,2016,Provinces/territories with available data,Physiotherapists,22391,—,—,—,21807,—,—
2016QuebecPhysiotherapists,2016,Quebec,Physiotherapists,4505,163,327,4342,4455,0.03618202,0.072586016
2016SaskatchewanPhysiotherapists,2016,Saskatchewan,Physiotherapists,733,65,54,668,719,0.088676671,0.07366985
2016YukonPhysiotherapists,2016,Yukon,Physiotherapists,45,7,0,38,42,0.155555556,0
2016AlbertaRegistered nurses,2016,Alberta,Registered nurses,34992,2467,2153,32525,34651,0.070501829,0.061528349
2016British ColumbiaRegistered nurses,2016,British Columbia,Registered nurses,36506,3280,2058,33226,34405,0.089848244,0.056374295
2016ManitobaRegistered nurses,2016,Manitoba,Registered nurses,12707,667,78,12040,12203,0.052490753,0.006138349
2016New BrunswickRegistered nurses,2016,New Brunswick,Registered nurses,8033,370,527,7663,7716,0.046060002,0.065604382
2016Newfoundland and LabradorRegistered nurses,2016,Newfoundland and Labrador,Registered nurses,6023,448,437,5819,5901,0.071485559,0.072555205
2016Northwest Territories/NunavutRegistered nurses,2016,Northwest Territories/Nunavut,Registered nurses,1135,204,197,931,991,0.179735683,0.173568282
2016Nova ScotiaRegistered nurses,2016,Nova Scotia,Registered nurses,9489,724,774,8765,9111,0.076298872,0.081568132
2016OntarioRegistered nurses,2016,Ontario,Registered nurses,102006,4214,4877,97792,95609,0.041311295,0.047810913
2016Prince Edward IslandRegistered nurses,2016,Prince Edward Island,Registered nurses,1611,150,131,1461,1517,0.09310987,0.081315953
2016Provinces/territories with available dataRegistered nurses,2016,Provinces/territories with available data,Registered nurses,294022,—,—,—,280932,—,—
2016QuebecRegistered nurses,2016,Quebec,Registered nurses,70600,4971,4819,65629,68164,0.070410765,0.06825779
2016SaskatchewanRegistered nurses,2016,Saskatchewan,Registered nurses,10507,972,597,9535,10264,0.092509755,0.056819263
2016YukonRegistered nurses,2016,Yukon,Registered nurses,413,84,46,329,400,0.203389831,0.111380145
2016AlbertaRegistered psychiatric nurses,2016,Alberta,Registered psychiatric nurses,1313,110,101,1203,1265,0.083777609,0.076923077
2016British ColumbiaRegistered psychiatric nurses,2016,British Columbia,Registered psychiatric nurses,2670,261,198,2409,2527,0.097752809,0.074157303
2016ManitobaRegistered psychiatric nurses,2016,Manitoba,Registered psychiatric nurses,1019,104,73,915,979,0.102060844,0.071638862
2016Northwest Territories/NunavutRegistered psychiatric nurses,2016,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2016Provinces/territories with available dataRegistered psychiatric nurses,2016,Provinces/territories with available data,Registered psychiatric nurses,5856,—,—,—,5596,—,—
2016SaskatchewanRegistered psychiatric nurses,2016,Saskatchewan,Registered psychiatric nurses,850,38,60,812,825,0.044705882,0.070588235
2016YukonRegistered psychiatric nurses,2016,Yukon,Registered psychiatric nurses,4,—,—,—,—,—,—
2017AlbertaLicensed practical nurses,2017,Alberta,Licensed practical nurses,13958,1671,873,12287,12272,0.119716292,0.062544777
2017British ColumbiaLicensed practical nurses,2017,British Columbia,Licensed practical nurses,11982,1060,772,10922,10657,0.088466032,0.064429978
2017ManitobaLicensed practical nurses,2017,Manitoba,Licensed practical nurses,3313,277,230,3036,3171,0.083610021,0.069423483
2017New BrunswickLicensed practical nurses,2017,New Brunswick,Licensed practical nurses,3252,224,255,3028,3145,0.068880689,0.078413284
2017Newfoundland and LabradorLicensed practical nurses,2017,Newfoundland and Labrador,Licensed practical nurses,2403,229,244,2174,2303,0.095297545,0.101539742
2017Northwest TerritoriesLicensed practical nurses,2017,Northwest Territories,Licensed practical nurses,131,23,28,108,107,0.175572519,0.213740458
2017Northwest Territories/NunavutLicensed practical nurses,2017,Northwest Territories/Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2017Nova ScotiaLicensed practical nurses,2017,Nova Scotia,Licensed practical nurses,4142,400,319,3742,3994,0.096571704,0.077015934
2017NunavutLicensed practical nurses,2017,Nunavut,Licensed practical nurses,118,—,—,—,—,—,—
2017OntarioLicensed practical nurses,2017,Ontario,Licensed practical nurses,48045,4213,2733,43832,43053,0.087688625,0.056884171
2017Prince Edward IslandLicensed practical nurses,2017,Prince Edward Island,Licensed practical nurses,670,52,31,618,601,0.07761194,0.046268657
2017Provinces/territories with available dataLicensed practical nurses,2017,Provinces/territories with available data,Licensed practical nurses,119077,—,—,—,106864,—,—
2017QuebecLicensed practical nurses,2017,Quebec,Licensed practical nurses,27299,2234,2008,25065,24169,0.081834499,0.073555808
2017SaskatchewanLicensed practical nurses,2017,Saskatchewan,Licensed practical nurses,3630,404,343,3226,3392,0.111294766,0.094490358
2017YukonLicensed practical nurses,2017,Yukon,Licensed practical nurses,134,—,—,—,—,—,—
2017AlbertaNurse practitioners,2017,Alberta,Nurse practitioners,481,55,24,426,462,0.114345114,0.04989605
2017British ColumbiaNurse practitioners,2017,British Columbia,Nurse practitioners,418,59,20,359,322,0.141148325,0.04784689
2017ManitobaNurse practitioners,2017,Manitoba,Nurse practitioners,178,16,3,162,167,0.08988764,0.016853933
2017New BrunswickNurse practitioners,2017,New Brunswick,Nurse practitioners,125,15,11,110,121,0.12,0.088
2017Newfoundland and LabradorNurse practitioners,2017,Newfoundland and Labrador,Nurse practitioners,165,21,15,144,163,0.127272727,0.090909091
2017Northwest Territories/NunavutNurse practitioners,2017,Northwest Territories/Nunavut,Nurse practitioners,57,17,9,40,55,0.298245614,0.157894737
2017Nova ScotiaNurse practitioners,2017,Nova Scotia,Nurse practitioners,163,29,9,134,157,0.17791411,0.055214724
2017OntarioNurse practitioners,2017,Ontario,Nurse practitioners,3011,316,84,2695,2855,0.104948522,0.027897708
2017Prince Edward IslandNurse practitioners,2017,Prince Edward Island,Nurse practitioners,24,3,1,21,24,0.125,0.041666667
2017Provinces/territories with available dataNurse practitioners,2017,Provinces/territories with available data,Nurse practitioners,5276,—,—,—,4967,—,—
2017QuebecNurse practitioners,2017,Quebec,Nurse practitioners,431,59,8,372,431,0.136890951,0.018561485
2017SaskatchewanNurse practitioners,2017,Saskatchewan,Nurse practitioners,216,24,9,192,204,0.111111111,0.041666667
2017YukonNurse practitioners,2017,Yukon,Nurse practitioners,7,2,2,5,6,0.285714286,0.285714286
2017AlbertaOccupational therapists,2017,Alberta,Occupational therapists,2145,188,122,1957,1962,0.087645688,0.056876457
2017British ColumbiaOccupational therapists,2017,British Columbia,Occupational therapists,2307,228,163,2079,2276,0.098829649,0.07065453
2017ManitobaOccupational therapists,2017,Manitoba,Occupational therapists,649,84,64,565,641,0.129429892,0.098613251
2017New BrunswickOccupational therapists,2017,New Brunswick,Occupational therapists,368,39,29,329,364,0.105978261,0.078804348
2017Newfoundland and LabradorOccupational therapists,2017,Newfoundland and Labrador,Occupational therapists,205,12,—,193,203,0.058536585,—
2017Northwest TerritoriesOccupational therapists,2017,Northwest Territories,Occupational therapists,11,2,1,9,11,0.181818182,0.090909091
2017Nova ScotiaOccupational therapists,2017,Nova Scotia,Occupational therapists,531,43,43,488,468,0.080979284,0.080979284
2017NunavutOccupational therapists,2017,Nunavut,Occupational therapists,6,2,2,4,5,0.333333333,0.333333333
2017OntarioOccupational therapists,2017,Ontario,Occupational therapists,5835,522,326,5313,5597,0.089460154,0.055869751
2017Prince Edward IslandOccupational therapists,2017,Prince Edward Island,Occupational therapists,64,8,8,56,64,0.125,0.125
2017Provinces/territories with available dataOccupational therapists,2017,Provinces/territories with available data,Occupational therapists,17675,—,—,—,16621,—,—
2017QuebecOccupational therapists,2017,Quebec,Occupational therapists,5193,399,194,4794,4677,0.0768342,0.037357982
2017SaskatchewanOccupational therapists,2017,Saskatchewan,Occupational therapists,345,43,32,302,341,0.124637681,0.092753623
2017YukonOccupational therapists,2017,Yukon,Occupational therapists,16,4,6,12,12,0.25,0.375
2017AlbertaPharmacists,2017,Alberta,Pharmacists,5276,487,339,4789,4917,0.092304776,0.064253222
2017British ColumbiaPharmacists,2017,British Columbia,Pharmacists,5532,537,245,4995,5142,0.097071584,0.04428778
2017ManitobaPharmacists,2017,Manitoba,Pharmacists,1575,116,61,1459,1539,0.073650794,0.038730159
2017New BrunswickPharmacists,2017,New Brunswick,Pharmacists,913,82,57,831,857,0.089813801,0.062431544
2017Newfoundland and LabradorPharmacists,2017,Newfoundland and Labrador,Pharmacists,734,49,35,685,725,0.066757493,0.047683924
2017Northwest TerritoriesPharmacists,2017,Northwest Territories,Pharmacists,41,12,6,29,41,0.292682927,0.146341463
2017Nova ScotiaPharmacists,2017,Nova Scotia,Pharmacists,1321,66,69,1255,1264,0.04996215,0.052233157
2017NunavutPharmacists,2017,Nunavut,Pharmacists,31,—,—,—,—,—,—
2017OntarioPharmacists,2017,Ontario,Pharmacists,15413,886,418,14527,14680,0.057483942,0.027119964
2017Prince Edward IslandPharmacists,2017,Prince Edward Island,Pharmacists,187,2,4,185,185,0.010695187,0.021390374
2017Provinces/territories with available dataPharmacists,2017,Provinces/territories with available data,Pharmacists,41843,—,—,—,30917,—,—
2017QuebecPharmacists,2017,Quebec,Pharmacists,9161,—,—,—,—,—,—
2017SaskatchewanPharmacists,2017,Saskatchewan,Pharmacists,1606,130,74,1476,1567,0.080946451,0.04607721
2017YukonPharmacists,2017,Yukon,Pharmacists,53,—,—,—,—,—,—
2017AlbertaPhysiotherapists,2017,Alberta,Physiotherapists,2846,254,153,2592,2806,0.089248067,0.053759663
2017British ColumbiaPhysiotherapists,2017,British Columbia,Physiotherapists,3690,301,191,3389,3587,0.081571816,0.051761518
2017ManitobaPhysiotherapists,2017,Manitoba,Physiotherapists,760,88,74,672,758,0.115789474,0.097368421
2017New BrunswickPhysiotherapists,2017,New Brunswick,Physiotherapists,509,18,35,491,504,0.035363458,0.068762279
2017Newfoundland and LabradorPhysiotherapists,2017,Newfoundland and Labrador,Physiotherapists,284,22,13,262,280,0.077464789,0.045774648
2017Nova ScotiaPhysiotherapists,2017,Nova Scotia,Physiotherapists,695,72,42,623,695,0.103597122,0.060431655
2017OntarioPhysiotherapists,2017,Ontario,Physiotherapists,8748,671,423,8077,8490,0.076703246,0.048353909
2017Prince Edward IslandPhysiotherapists,2017,Prince Edward Island,Physiotherapists,94,9,17,85,89,0.095744681,0.180851064
2017Provinces/territories with available dataPhysiotherapists,2017,Provinces/territories with available data,Physiotherapists,22985,—,—,—,22477,—,—
2017QuebecPhysiotherapists,2017,Quebec,Physiotherapists,4628,450,161,4178,4548,0.097234226,0.034788245
2017SaskatchewanPhysiotherapists,2017,Saskatchewan,Physiotherapists,731,52,50,679,720,0.071135431,0.068399453
2017YukonPhysiotherapists,2017,Yukon,Physiotherapists,—,—,—,—,—,—,—
2017AlbertaRegistered nurses,2017,Alberta,Registered nurses,35448,2609,2163,32839,34356,0.073600767,0.061018957
2017British ColumbiaRegistered nurses,2017,British Columbia,Registered nurses,37355,2907,2639,34448,35207,0.077820908,0.0706465
2017ManitobaRegistered nurses,2017,Manitoba,Registered nurses,13126,497,647,12629,12282,0.037863782,0.049291483
2017New BrunswickRegistered nurses,2017,New Brunswick,Registered nurses,8045,539,536,7506,7759,0.066998135,0.066625233
2017Newfoundland and LabradorRegistered nurses,2017,Newfoundland and Labrador,Registered nurses,5969,383,477,5586,5855,0.064164852,0.079912883
2017Northwest Territories/NunavutRegistered nurses,2017,Northwest Territories/Nunavut,Registered nurses,1013,75,221,938,990,0.074037512,0.21816387
2017Nova ScotiaRegistered nurses,2017,Nova Scotia,Registered nurses,9498,783,848,8715,9073,0.082438408,0.089281954
2017OntarioRegistered nurses,2017,Ontario,Registered nurses,101912,4783,4997,97129,94948,0.046932648,0.049032499
2017Prince Edward IslandRegistered nurses,2017,Prince Edward Island,Registered nurses,1628,148,128,1480,1547,0.090909091,0.078624079
2017Provinces/territories with available dataRegistered nurses,2017,Provinces/territories with available data,Registered nurses,295755,—,—,—,281365,—,—
2017QuebecRegistered nurses,2017,Quebec,Registered nurses,70629,4848,4161,65781,68498,0.06864036,0.058913477
2017SaskatchewanRegistered nurses,2017,Saskatchewan,Registered nurses,10677,767,672,9910,10416,0.071836658,0.062939028
2017YukonRegistered nurses,2017,Yukon,Registered nurses,455,88,78,367,434,0.193406593,0.171428571
2017AlbertaRegistered psychiatric nurses,2017,Alberta,Registered psychiatric nurses,1317,105,93,1212,1276,0.079726651,0.070615034
2017British ColumbiaRegistered psychiatric nurses,2017,British Columbia,Registered psychiatric nurses,2719,247,199,2472,2526,0.090842221,0.073188672
2017ManitobaRegistered psychiatric nurses,2017,Manitoba,Registered psychiatric nurses,1054,108,85,946,1002,0.102466793,0.080645161
2017Northwest Territories/NunavutRegistered psychiatric nurses,2017,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2017Provinces/territories with available dataRegistered psychiatric nurses,2017,Provinces/territories with available data,Registered psychiatric nurses,5934,—,—,—,5591,—,—
2017SaskatchewanRegistered psychiatric nurses,2017,Saskatchewan,Registered psychiatric nurses,844,54,68,790,787,0.063981043,0.08056872
2017YukonRegistered psychiatric nurses,2017,Yukon,Registered psychiatric nurses,—,—,—,—,—,—,—
2018AlbertaLicensed practical nurses,2018,Alberta,Licensed practical nurses,14805,1720,1003,13085,12324,0.116176967,0.067747383
2018British ColumbiaLicensed practical nurses,2018,British Columbia,Licensed practical nurses,12152,942,904,11210,11514,0.077518104,0.074391047
2018ManitobaLicensed practical nurses,2018,Manitoba,Licensed practical nurses,3373,290,206,3083,3229,0.085976875,0.061073229
2018New BrunswickLicensed practical nurses,2018,New Brunswick,Licensed practical nurses,3394,397,—,2997,3224,0.116971126,—
2018Newfoundland and LabradorLicensed practical nurses,2018,Newfoundland and Labrador,Licensed practical nurses,2376,217,217,2159,2296,0.091329966,0.091329966
2018Northwest TerritoriesLicensed practical nurses,2018,Northwest Territories,Licensed practical nurses,121,18,28,103,107,0.148760331,0.231404959
2018Northwest Territories/NunavutLicensed practical nurses,2018,Northwest Territories/Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2018Nova ScotiaLicensed practical nurses,2018,Nova Scotia,Licensed practical nurses,4252,429,368,3823,4044,0.100893697,0.086547507
2018NunavutLicensed practical nurses,2018,Nunavut,Licensed practical nurses,132,—,—,—,—,—,—
2018OntarioLicensed practical nurses,2018,Ontario,Licensed practical nurses,49968,4656,2910,45312,45267,0.093179635,0.058237272
2018Prince Edward IslandLicensed practical nurses,2018,Prince Edward Island,Licensed practical nurses,725,86,—,639,619,0.11862069,—
2018Provinces/territories with available dataLicensed practical nurses,2018,Provinces/territories with available data,Licensed practical nurses,122746,—,—,—,109446,—,—
2018QuebecLicensed practical nurses,2018,Quebec,Licensed practical nurses,27604,2313,2059,25291,23416,0.083792204,0.074590639
2018SaskatchewanLicensed practical nurses,2018,Saskatchewan,Licensed practical nurses,3649,362,376,3287,3406,0.099205262,0.103041929
2018YukonLicensed practical nurses,2018,Yukon,Licensed practical nurses,195,—,—,—,—,—,—
2018AlbertaNurse practitioners,2018,Alberta,Nurse practitioners,529,72,28,457,504,0.13610586,0.052930057
2018British ColumbiaNurse practitioners,2018,British Columbia,Nurse practitioners,465,67,24,398,356,0.144086022,0.051612903
2018ManitobaNurse practitioners,2018,Manitoba,Nurse practitioners,193,18,6,175,174,0.093264249,0.031088083
2018New BrunswickNurse practitioners,2018,New Brunswick,Nurse practitioners,130,16,9,114,126,0.123076923,0.069230769
2018Newfoundland and LabradorNurse practitioners,2018,Newfoundland and Labrador,Nurse practitioners,168,18,16,150,164,0.107142857,0.095238095
2018Northwest Territories/NunavutNurse practitioners,2018,Northwest Territories/Nunavut,Nurse practitioners,50,x,10,x,50,—,0.2
2018Nova ScotiaNurse practitioners,2018,Nova Scotia,Nurse practitioners,182,28,8,154,175,0.153846154,0.043956044
2018OntarioNurse practitioners,2018,Ontario,Nurse practitioners,3206,279,69,2927,3032,0.087024329,0.021522146
2018Prince Edward IslandNurse practitioners,2018,Prince Edward Island,Nurse practitioners,29,6,1,23,28,0.206896552,0.034482759
2018Provinces/territories with available dataNurse practitioners,2018,Provinces/territories with available data,Nurse practitioners,5697,—,—,—,5335,—,—
2018QuebecNurse practitioners,2018,Quebec,Nurse practitioners,509,86,17,423,503,0.168958743,0.033398821
2018SaskatchewanNurse practitioners,2018,Saskatchewan,Nurse practitioners,228,21,11,207,215,0.092105263,0.048245614
2018YukonNurse practitioners,2018,Yukon,Nurse practitioners,8,3,0,5,8,0.375,0
2018AlbertaOccupational therapists,2018,Alberta,Occupational therapists,2209,186,131,2023,2025,0.084200996,0.059302852
2018British ColumbiaOccupational therapists,2018,British Columbia,Occupational therapists,2383,239,142,2144,2349,0.100293747,0.059588754
2018ManitobaOccupational therapists,2018,Manitoba,Occupational therapists,676,91,64,585,672,0.134615385,0.094674556
2018New BrunswickOccupational therapists,2018,New Brunswick,Occupational therapists,373,34,24,339,366,0.091152815,0.064343164
2018Newfoundland and LabradorOccupational therapists,2018,Newfoundland and Labrador,Occupational therapists,214,—,9,—,209,—,0.042056075
2018Northwest TerritoriesOccupational therapists,2018,Northwest Territories,Occupational therapists,17,7,3,10,17,0.411764706,0.176470588
2018Nova ScotiaOccupational therapists,2018,Nova Scotia,Occupational therapists,542,54,35,488,529,0.099630996,0.064575646
2018NunavutOccupational therapists,2018,Nunavut,Occupational therapists,4,0,0,4,3,0,0
2018OntarioOccupational therapists,2018,Ontario,Occupational therapists,6017,508,307,5509,5864,0.084427456,0.051022104
2018Prince Edward IslandOccupational therapists,2018,Prince Edward Island,Occupational therapists,66,10,4,56,66,0.151515152,0.060606061
2018Provinces/territories with available dataOccupational therapists,2018,Provinces/territories with available data,Occupational therapists,18254,—,—,—,17334,—,—
2018QuebecOccupational therapists,2018,Quebec,Occupational therapists,5386,387,180,4999,4873,0.071852952,0.033419978
2018SaskatchewanOccupational therapists,2018,Saskatchewan,Occupational therapists,349,36,29,313,346,0.103151862,0.083094556
2018YukonOccupational therapists,2018,Yukon,Occupational therapists,18,8,0,10,15,0.444444444,0
2018AlbertaPharmacists,2018,Alberta,Pharmacists,5435,498,310,4937,5122,0.091628335,0.057037718
2018British ColumbiaPharmacists,2018,British Columbia,Pharmacists,5677,390,289,5287,5335,0.068698256,0.050907169
2018ManitobaPharmacists,2018,Manitoba,Pharmacists,1620,106,84,1514,1587,0.065432099,0.051851852
2018New BrunswickPharmacists,2018,New Brunswick,Pharmacists,914,58,54,856,872,0.06345733,0.059080963
2018Newfoundland and LabradorPharmacists,2018,Newfoundland and Labrador,Pharmacists,756,57,47,699,739,0.075396825,0.062169312
2018Northwest TerritoriesPharmacists,2018,Northwest Territories,Pharmacists,42,7,9,35,42,0.166666667,0.214285714
2018Nova ScotiaPharmacists,2018,Nova Scotia,Pharmacists,1336,84,87,1252,1282,0.062874251,0.06511976
2018NunavutPharmacists,2018,Nunavut,Pharmacists,42,—,—,—,—,—,—
2018OntarioPharmacists,2018,Ontario,Pharmacists,15890,895,—,14995,14984,0.056324733,—
2018Prince Edward IslandPharmacists,2018,Prince Edward Island,Pharmacists,191,8,5,183,188,0.041884817,0.02617801
2018Provinces/territories with available dataPharmacists,2018,Provinces/territories with available data,Pharmacists,42877,—,—,—,31760,—,—
2018QuebecPharmacists,2018,Quebec,Pharmacists,9263,—,—,—,—,—,—
2018SaskatchewanPharmacists,2018,Saskatchewan,Pharmacists,1645,113,76,1532,1609,0.068693009,0.046200608
2018YukonPharmacists,2018,Yukon,Pharmacists,66,—,—,—,—,—,—
2018AlbertaPhysiotherapists,2018,Alberta,Physiotherapists,2972,279,156,2693,2921,0.093876178,0.052489906
2018British ColumbiaPhysiotherapists,2018,British Columbia,Physiotherapists,3824,325,235,3499,3771,0.08498954,0.061453975
2018ManitobaPhysiotherapists,2018,Manitoba,Physiotherapists,789,103,79,686,784,0.130544994,0.100126743
2018New BrunswickPhysiotherapists,2018,New Brunswick,Physiotherapists,541,67,9,474,541,0.123844732,0.01663586
2018Newfoundland and LabradorPhysiotherapists,2018,Newfoundland and Labrador,Physiotherapists,294,23,18,271,289,0.078231293,0.06122449
2018Nova ScotiaPhysiotherapists,2018,Nova Scotia,Physiotherapists,719,66,—,653,719,0.091794159,—
2018OntarioPhysiotherapists,2018,Ontario,Physiotherapists,9227,902,457,8325,8392,0.097756584,0.049528557
2018Prince Edward IslandPhysiotherapists,2018,Prince Edward Island,Physiotherapists,85,8,7,77,73,0.094117647,0.082352941
2018Provinces/territories with available dataPhysiotherapists,2018,Provinces/territories with available data,Physiotherapists,24661,—,—,—,23389,—,—
2018QuebecPhysiotherapists,2018,Quebec,Physiotherapists,5410,943,277,4467,5163,0.174306839,0.051201479
2018SaskatchewanPhysiotherapists,2018,Saskatchewan,Physiotherapists,746,65,54,681,736,0.087131367,0.072386059
2018YukonPhysiotherapists,2018,Yukon,Physiotherapists,54,—,—,—,—,—,—
2018AlbertaRegistered nurses,2018,Alberta,Registered nurses,35691,2406,2243,33285,34079,0.067411953,0.062844975
2018British ColumbiaRegistered nurses,2018,British Columbia,Registered nurses,37592,2876,2804,34716,35495,0.076505639,0.074590338
2018ManitobaRegistered nurses,2018,Manitoba,Registered nurses,13172,693,717,12479,11670,0.0526116,0.054433647
2018New BrunswickRegistered nurses,2018,New Brunswick,Registered nurses,8037,528,554,7509,7713,0.065696155,0.068931193
2018Newfoundland and LabradorRegistered nurses,2018,Newfoundland and Labrador,Registered nurses,5869,377,464,5492,5737,0.064235815,0.079059465
2018Northwest Territories/NunavutRegistered nurses,2018,Northwest Territories/Nunavut,Registered nurses,811,19,127,792,801,0.023427867,0.156596794
2018Nova ScotiaRegistered nurses,2018,Nova Scotia,Registered nurses,9442,792,792,8650,8997,0.083880534,0.083880534
2018OntarioRegistered nurses,2018,Ontario,Registered nurses,102396,5481,4794,96915,95814,0.053527482,0.046818235
2018Prince Edward IslandRegistered nurses,2018,Prince Edward Island,Registered nurses,1666,166,114,1500,1560,0.099639856,0.068427371
2018Provinces/territories with available dataRegistered nurses,2018,Provinces/territories with available data,Registered nurses,297456,—,—,—,282394,—,—
2018QuebecRegistered nurses,2018,Quebec,Registered nurses,71479,5011,3957,66468,69526,0.070104506,0.055358917
2018SaskatchewanRegistered nurses,2018,Saskatchewan,Registered nurses,10825,820,621,10005,10538,0.075750577,0.057367206
2018YukonRegistered nurses,2018,Yukon,Registered nurses,476,99,111,377,464,0.207983193,0.233193277
2018AlbertaRegistered psychiatric nurses,2018,Alberta,Registered psychiatric nurses,1334,110,90,1224,1295,0.082458771,0.067466267
2018British ColumbiaRegistered psychiatric nurses,2018,British Columbia,Registered psychiatric nurses,2787,267,—,2520,2638,0.095801938,—
2018ManitobaRegistered psychiatric nurses,2018,Manitoba,Registered psychiatric nurses,1077,108,99,969,992,0.100278552,0.091922006
2018Northwest Territories/NunavutRegistered psychiatric nurses,2018,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2018Provinces/territories with available dataRegistered psychiatric nurses,2018,Provinces/territories with available data,Registered psychiatric nurses,6029,—,—,—,5680,—,—
2018SaskatchewanRegistered psychiatric nurses,2018,Saskatchewan,Registered psychiatric nurses,826,50,59,776,755,0.060532688,0.071428571
2018YukonRegistered psychiatric nurses,2018,Yukon,Registered psychiatric nurses,5,—,—,—,—,—,—
2019AlbertaLicensed practical nurses,2019,Alberta,Licensed practical nurses,15513,1711,945,13802,13546,0.110294592,0.060916651
2019British ColumbiaLicensed practical nurses,2019,British Columbia,Licensed practical nurses,12351,1103,1033,11248,11821,0.08930451,0.083636952
2019ManitobaLicensed practical nurses,2019,Manitoba,Licensed practical nurses,3518,351,218,3167,3376,0.099772598,0.061967027
2019New BrunswickLicensed practical nurses,2019,New Brunswick,Licensed practical nurses,3286,—,—,—,—,—,—
2019Newfoundland and LabradorLicensed practical nurses,2019,Newfoundland and Labrador,Licensed practical nurses,2390,231,207,2159,2313,0.09665272,0.086610879
2019Northwest TerritoriesLicensed practical nurses,2019,Northwest Territories,Licensed practical nurses,115,22,15,93,111,0.191304348,0.130434783
2019Northwest Territories/NunavutLicensed practical nurses,2019,Northwest Territories/Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2019Nova ScotiaLicensed practical nurses,2019,Nova Scotia,Licensed practical nurses,4318,434,396,3884,4114,0.100509495,0.091709125
2019NunavutLicensed practical nurses,2019,Nunavut,Licensed practical nurses,146,—,—,—,—,—,—
2019OntarioLicensed practical nurses,2019,Ontario,Licensed practical nurses,52809,5751,3127,47058,47729,0.108901892,0.059213392
2019Prince Edward IslandLicensed practical nurses,2019,Prince Edward Island,Licensed practical nurses,742,—,36,—,669,—,0.04851752
2019Provinces/territories with available dataLicensed practical nurses,2019,Provinces/territories with available data,Licensed practical nurses,126957,—,—,—,111086,—,—
2019QuebecLicensed practical nurses,2019,Quebec,Licensed practical nurses,27844,2299,143,25545,24369,0.08256716,0.005135756
2019SaskatchewanLicensed practical nurses,2019,Saskatchewan,Licensed practical nurses,3700,427,311,3273,3038,0.115405405,0.084054054
2019YukonLicensed practical nurses,2019,Yukon,Licensed practical nurses,225,—,—,—,—,—,—
2019AlbertaNurse practitioners,2019,Alberta,Nurse practitioners,571,70,23,501,549,0.122591944,0.04028021
2019British ColumbiaNurse practitioners,2019,British Columbia,Nurse practitioners,514,73,36,441,472,0.142023346,0.070038911
2019ManitobaNurse practitioners,2019,Manitoba,Nurse practitioners,217,30,10,187,—,0.138248848,0.046082949
2019New BrunswickNurse practitioners,2019,New Brunswick,Nurse practitioners,139,18,4,121,135,0.129496403,0.028776978
2019Newfoundland and LabradorNurse practitioners,2019,Newfoundland and Labrador,Nurse practitioners,183,31,13,152,180,0.169398907,0.071038251
2019Northwest Territories/NunavutNurse practitioners,2019,Northwest Territories/Nunavut,Nurse practitioners,47,7,x,40,45,0.14893617,—
2019Nova ScotiaNurse practitioners,2019,Nova Scotia,Nurse practitioners,204,30,12,174,201,0.147058824,0.058823529
2019OntarioNurse practitioners,2019,Ontario,Nurse practitioners,3451,314,92,3137,3273,0.090988119,0.026658939
